match_id,external_match_id,association_id,season_id,grade_id,grade_name,date1,date2,date3,date4,start_time1,venue_id,venue_name,venue_address,venue_lat,venue_long,toss_won_by,batted_first,allow_live_score,follow_on,score_text,leader_text,g_sort_order,um_pire1,um_pire2,config___type,config_allow_match_bonus,config_balls_per_over,config_bat_lim_ball_per_bat,config_bat_lim_over_per_pair,config_bat_lim_runs_per_bat,config_bat_limit_id,config_bowl_lim_over_per_bwl,config_bowl_limit_id,config_bowl_limit_max_ball_over,config_change_strike_wkt,config_dismissal_mode,config_dismissal_penalty,config_dismissal_penalty_mode,config_max_overs,config_max_pen_wkt_batter,config_nb_value,config_nbs_as_bf,config_pen_runs_per_wkt,config_rebowl_nb,config_rebowl_wd,config_rebowl_wd_nb,config_starting_runs,config_wide_value,config_wides_as_bf,team1_is_home,team1_team_name,team1_team_id,team1_entity_id,team1_result_id,team1_result_type,team1_runs,team1_wickets,team1_overs_bowled,team1_extras,team1_leg_byes,team1_wides,team1_no_balls,team2_is_home,team2_team_name,team2_team_id,team2_entity_id,team2_result_id,team2_result_type,team2_runs,team2_wickets,team2_overs_bowled,team2_extras,team2_leg_byes,team2_wides,team2_no_balls
5777975,0,134453,11,71374,Topklasse,2020-07-05 10:00:00,,,,,0,Sportpark 't Loopveld,Aanloop 3,52.31912,4.8843,HCC,ACC,True,False,ACC 166 def. by HCC 169/4,HCC won by 6 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,ACC,,134454,21608740,LOST FIRST INNINGS (ONE DAY),166.0,10.0,47.5,16.0,4.0,8.0,0.0,False,HCC,,134461.0,21608741.0,WON FIRST INNINGS (ONE DAY),169.0,4.0,34.5,9.0,1.0,7.0,1.0
5777976,0,134453,11,71374,Topklasse,2020-07-05 10:00:00,,,,,0,Sportpark Craeyenhout,Daal en Bergselaan 1B,52.07404,4.24912,Punjab-Ghausia,HBS,True,False,HBS 126 def. by Punjab-Ghausia 132/4,Punjab-Ghausia won by 6 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,HBS,,134457,21608742,LOST FIRST INNINGS,126.0,10.0,44.1,19.0,0.0,16.0,0.0,False,Punjab-Ghausia,,134462.0,21608743.0,WON FIRST INNINGS,132.0,4.0,21.1,29.0,5.0,20.0,0.0
5777977,0,134453,11,71374,Topklasse,2020-07-05 10:00:00,,,,,0,Sportpark Drieburg,Drieburgpad 5,52.34101,4.93149,VRA,Dosti,True,False,Dosti 55 def. by VRA 56/2,VRA won by 8 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Dosti,,134455,21608744,LOST FIRST INNINGS (ONE DAY),55.0,10.0,26.4,6.0,1.0,5.0,0.0,False,VRA,,134466.0,21608745.0,WON FIRST INNINGS (ONE DAY),56.0,2.0,11.0,11.0,0.0,11.0,0.0
5777978,0,134453,11,71374,Topklasse,2020-07-05 10:00:00,,,,,0,Sportpark Thurlede,Parkweg 415-417,51.9327,4.39525,unknown,unknown,True,False,Match Abandoned,Match Abandoned,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Excelsior'20,,134456,21608746,MATCH ABANDONED,,,,,,,,False,Sparta,,134463.0,21608747.0,MATCH ABANDONED,,,,,,,
5777979,0,134453,11,71374,Topklasse,2020-07-05 10:00:00,,,,,0,Schiebroekse Park,Hazelaarweg 7,51.97019,4.48035,VCC,VOC,True,False,VOC 152 def. by VCC 155/6,VCC won by 4 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VOC,,134464,21608748,LOST FIRST INNINGS,152.0,10.0,40.0,31.0,3.0,15.0,0.0,False,VCC,,134465.0,21608749.0,WON FIRST INNINGS,155.0,6.0,38.2,13.0,2.0,11.0,0.0
5777980,0,134453,11,71374,Topklasse,2020-07-12 10:00:00,,,,,0,Sportpark Westvliet,Groene Zoom 20,52.0682,4.37525,ACC,ACC,True,False,VCC 200/6 def. ACC 196/9,VCC won by 4 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VCC,,134465,21608750,WON FIRST INNINGS (ONE DAY),200.0,6.0,0.0,14.0,1.0,10.0,3.0,False,ACC,,134454.0,21608751.0,LOST FIRST INNINGS (ONE DAY),196.0,9.0,50.0,19.0,1.0,12.0,1.0
5777981,0,134453,11,71374,Topklasse,2020-07-12 10:00:00,,,,,0,De Diepput,Van Hogenhoucklaan 37,52.09602,4.32358,HCC,HCC,True,False,HCC 80 def. Dosti 50,HCC won by 30 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,HCC,,134461,21608752,WON FIRST INNINGS (ONE DAY),80.0,10.0,30.0,9.0,5.0,2.0,1.0,False,Dosti,,134455.0,21608753.0,LOST FIRST INNINGS (ONE DAY),50.0,10.0,21.0,4.0,2.0,2.0,0.0
5777982,0,134453,11,71374,Topklasse,2020-07-12 10:00:00,,,,,0,Het Schollebos,Bermweg 141,51.94308,4.5902,VOC,VOC,True,False,Sparta 48/3 def. VOC 46/9,Sparta won by 7 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Sparta,,134463,21608754,WON FIRST INNINGS (ONE DAY),48.0,3.0,7.2,2.0,0.0,1.0,0.0,False,VOC,,134464.0,21608755.0,LOST FIRST INNINGS (ONE DAY),46.0,9.0,23.6,9.0,0.0,9.0,0.0
5777983,0,134453,11,71374,Topklasse,2020-07-12 10:00:00,,,,,0,Zomercomplex,Zuiderparkweg 608,51.86658,4.47821,Punjab-Ghausia,Excelsior'20,True,False,Punjab-Ghausia 192/5 def. Excelsior'20 186,Punjab-Ghausia won by 5 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Punjab-Ghausia,,134462,21608756,WON FIRST INNINGS (ONE DAY),192.0,5.0,34.4,16.0,3.0,7.0,0.0,False,Excelsior'20,,134456.0,21608757.0,LOST FIRST INNINGS (ONE DAY),186.0,10.0,48.0,23.0,6.0,15.0,0.0
5777984,0,134453,11,71374,Topklasse,2020-07-12 10:00:00,,,,,0,Amsterdamse Bos,Nieuwe Kalfjeslaan 21B,52.31898,4.85117,VRA,VRA,True,False,VRA 276/8 def. HBS 193,VRA won by 83 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VRA,,134466,21608758,WON FIRST INNINGS,276.0,8.0,50.0,20.0,3.0,16.0,1.0,False,HBS,,134457.0,21608759.0,LOST FIRST INNINGS,193.0,10.0,49.1,6.0,0.0,5.0,0.0
5777985,0,134453,11,71374,Topklasse,2020-07-19 10:00:00,,,,,0,Sportpark Westvliet,Groene Zoom 20,52.0682,4.37525,HCC,HCC,True,False,VCC 148 def. by HCC 235/7,HCC won by 87 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VCC,,134465,21608760,LOST FIRST INNINGS (ONE DAY),148.0,10.0,46.5,5.0,0.0,5.0,0.0,False,HCC,,134461.0,21608761.0,WON FIRST INNINGS (ONE DAY),235.0,7.0,50.0,18.0,0.0,15.0,3.0
5777986,0,134453,11,71374,Topklasse,2020-07-19 10:00:00,,,,,0,Sportpark 't Loopveld,Aanloop 3,52.31912,4.8843,ACC,Sparta,True,False,ACC 102/5 def. Sparta 101,ACC won by 5 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,ACC,,134454,21608762,WON FIRST INNINGS,102.0,5.0,29.5,21.0,1.0,17.0,1.0,False,Sparta,,134463.0,21608763.0,LOST FIRST INNINGS,101.0,10.0,33.3,9.0,0.0,8.0,0.0
5777987,0,134453,11,71374,Topklasse,2020-07-19 10:00:00,,,,,0,Sportpark Thurlede,Parkweg 415-417,51.9327,4.39525,Excelsior'20,VRA,True,False,Excelsior'20 95 def. by VRA 244,VRA won by 149 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Excelsior'20,,134456,21602020,LOST FIRST INNINGS (ONE DAY),95.0,10.0,28.1,6.0,1.0,5.0,0.0,False,VRA,,134466.0,21608764.0,WON FIRST INNINGS (ONE DAY),244.0,10.0,49.3,12.0,2.0,3.0,4.0
5777988,0,134453,11,71374,Topklasse,2020-07-19 10:00:00,,,,,0,Sportpark Craeyenhout,Daal en Bergselaan 1B,52.07404,4.24912,Dosti,Dosti,True,False,HBS 85/1 def. Dosti 84,HBS won by 9 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,HBS,,134457,21608765,WON FIRST INNINGS (ONE DAY),85.0,1.0,9.1,0.0,0.0,0.0,0.0,False,Dosti,,134455.0,21608766.0,LOST FIRST INNINGS (ONE DAY),84.0,10.0,21.2,12.0,0.0,12.0,0.0
5777989,0,134453,11,71374,Topklasse,2020-07-19 10:00:00,,,,,0,Schiebroekse Park,Hazelaarweg 7,51.97019,4.48035,Punjab-Ghausia,VOC,True,False,VOC 197/6 def. by Punjab-Ghausia 198/4,Punjab-Ghausia won by 6 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VOC,,134464,21608767,LOST FIRST INNINGS (ONE DAY),197.0,6.0,50.0,13.0,2.0,11.0,0.0,False,Punjab-Ghausia,,134462.0,21608768.0,WON FIRST INNINGS (ONE DAY),198.0,4.0,38.1,16.0,0.0,14.0,0.0
5777990,0,134453,11,71374,Topklasse,2020-07-26 10:00:00,,,,,0,De Diepput,Van Hogenhoucklaan 37,52.09602,4.32358,HCC,HCC,True,False,HCC 206/7 def. VRA 39/9,HCC won by 167 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,HCC,,134461,21608769,WON FIRST INNINGS (ONE DAY),206.0,7.0,45.0,22.0,2.0,20.0,0.0,False,VRA,,134466.0,21608770.0,LOST FIRST INNINGS (ONE DAY),39.0,9.0,15.5,1.0,1.0,0.0,0.0
5777991,0,134453,11,71374,Topklasse,2020-07-26 10:00:00,,,,,0,Sportpark 't Loopveld,Aanloop 3,52.31912,4.8843,ACC,VOC,True,False,ACC 140/8 def. VOC 139,ACC won by 2 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,False,VOC,,134464,21602029,LOST FIRST INNINGS (ONE DAY),139.0,10.0,48.3,22.0,1.0,20.0,1.0,True,ACC,,134454.0,21608771.0,WON FIRST INNINGS (ONE DAY),140.0,8.0,49.3,19.0,1.0,16.0,0.0
5777992,0,134453,11,71374,Topklasse,2020-07-26 10:00:00,,,,,0,Sportpark Westvliet,Groene Zoom 20,52.0682,4.37525,VCC,VCC,True,False,VCC 221/8 def. Excelsior'20 179,VCC won by 42 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VCC,,134465,21608772,WON FIRST INNINGS (ONE DAY),221.0,8.0,50.0,24.0,3.0,17.0,2.0,False,Excelsior'20,,134456.0,21608773.0,LOST FIRST INNINGS (ONE DAY),179.0,10.0,47.4,31.0,2.0,18.0,5.0
5777993,0,134453,11,71374,Topklasse,2020-07-26 10:00:00,,,,,0,Zomercomplex,Zuiderparkweg 608,51.86658,4.47821,Dosti,Dosti,True,False,Punjab-Ghausia 120/4 def. Dosti 117,Punjab-Ghausia won by 6 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Punjab-Ghausia,,134462,21608774,WON FIRST INNINGS (ONE DAY),120.0,4.0,25.0,9.0,1.0,3.0,2.0,False,Dosti,,134455.0,21608775.0,LOST FIRST INNINGS (ONE DAY),117.0,10.0,25.4,19.0,0.0,18.0,1.0
5777994,0,134453,11,71374,Topklasse,2020-07-26 10:00:00,,,,,0,Het Schollebos,Bermweg 141,51.94308,4.5902,Sparta,Sparta,True,False,Sparta 306/6 def. HBS 116,Sparta won by 190 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Sparta,,134463,21608776,WON FIRST INNINGS (ONE DAY),306.0,6.0,50.0,29.0,1.0,23.0,1.0,False,HBS,,134457.0,21608777.0,LOST FIRST INNINGS (ONE DAY),116.0,10.0,28.3,5.0,1.0,4.0,0.0
5777995,0,134453,11,71374,Topklasse,2020-08-01 10:00:00,,,,,0,Sportpark Thurlede,Parkweg 415-417,51.9327,4.39525,Excelsior'20,Excelsior'20,True,False,Dosti 116/9 def. by Excelsior'20 296/4,Excelsior'20 won by 180 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Dosti,,134455,21608778,LOST FIRST INNINGS (ONE DAY),116.0,9.0,36.4,12.0,3.0,7.0,1.0,False,Excelsior'20,,134456.0,21608779.0,WON FIRST INNINGS (ONE DAY),296.0,4.0,50.0,23.0,6.0,14.0,0.0
5777996,0,134453,11,71374,Topklasse,2020-08-02 10:00:00,,,,,0,Amsterdamse Bos,Nieuwe Kalfjeslaan 21B,52.31898,4.85117,VRA,VRA,True,False,VRA 186/9 def. VOC 160,VRA won by 26 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VRA,,134466,21608780,WON FIRST INNINGS (ONE DAY),186.0,9.0,43.0,28.0,3.0,25.0,0.0,False,VOC,,134464.0,21608781.0,LOST FIRST INNINGS (ONE DAY),160.0,10.0,44.0,21.0,4.0,17.0,0.0
5777997,0,134453,11,71374,Topklasse,2020-08-02 10:00:00,,,,,0,Zomercomplex,Zuiderparkweg 608,51.86658,4.47821,unknown,unknown,True,False,Punjab-Ghausia  v ACC ,,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Punjab-Ghausia,,134462,21608782,,,,,,,,,False,ACC,,134454.0,21608783.0,,,,,,,,
5777998,0,134453,11,71374,Topklasse,2020-08-02 10:00:00,,,,,0,De Diepput,Van Hogenhoucklaan 37,52.09602,4.32358,HBS,HBS,True,False,HCC 128/3 def. HBS 127,HCC won by 7 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,HCC,,134461,21608784,WON FIRST INNINGS (ONE DAY),128.0,3.0,25.5,12.0,1.0,11.0,0.0,False,HBS,,134457.0,21608785.0,LOST FIRST INNINGS (ONE DAY),127.0,10.0,45.4,13.0,1.0,12.0,0.0
5777999,0,134453,11,71374,Topklasse,2020-08-02 10:00:00,,,,,0,Het Schollebos,Bermweg 141,51.94308,4.5902,Sparta,VCC,True,False,Sparta 192/9 def. VCC 191/8,Sparta won by 1 wicket,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Sparta,,134463,21608786,WON FIRST INNINGS (ONE DAY),192.0,9.0,47.1,14.0,3.0,11.0,0.0,False,VCC,,134465.0,21608787.0,LOST FIRST INNINGS (ONE DAY),191.0,8.0,50.0,10.0,1.0,8.0,1.0
5778000,0,134453,11,71374,Topklasse,2020-08-09 10:00:00,,,,,0,Het Schollebos,Bermweg 141,51.94308,4.5902,HCC,HCC,True,False,Sparta 84 def. by HCC 237,HCC won by 153 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Sparta,,134463,21608788,LOST FIRST INNINGS (ONE DAY),84.0,10.0,24.0,6.0,2.0,2.0,0.0,False,HCC,,134461.0,21608789.0,WON FIRST INNINGS (ONE DAY),237.0,10.0,47.0,26.0,2.0,18.0,1.0
5778001,0,134453,11,71374,Topklasse,2020-08-09 10:00:00,,,,,0,Sportpark Thurlede,Parkweg 415-417,51.9327,4.39525,HBS,HBS,True,False,Excelsior'20 141/4 def. HBS 140,Excelsior'20 won by 6 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Excelsior'20,,134456,21608790,WON FIRST INNINGS (ONE DAY),141.0,4.0,34.4,15.0,3.0,8.0,0.0,False,HBS,,134457.0,21608791.0,LOST FIRST INNINGS (ONE DAY),140.0,10.0,33.0,12.0,2.0,9.0,1.0
5778002,0,134453,11,71374,Topklasse,2020-08-09 10:00:00,,,,,0,Sportpark 't Loopveld,Aanloop 3,52.31912,4.8843,VRA,VRA,True,False,ACC 229 def. by VRA 259/9,VRA won by 30 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,ACC,,134454,21608792,LOST FIRST INNINGS (ONE DAY),229.0,10.0,48.0,11.0,1.0,9.0,0.0,False,VRA,,134466.0,21608793.0,WON FIRST INNINGS (ONE DAY),259.0,9.0,48.6,19.0,5.0,10.0,3.0
5778003,0,134453,11,71374,Topklasse,2020-08-09 10:00:00,,,,,0,Schiebroekse Park,Hazelaarweg 7,51.97019,4.48035,VOC,VOC,True,False,VOC 180 def. Dosti 160,VOC won by 20 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VOC,,134464,21608794,WON FIRST INNINGS (ONE DAY),180.0,10.0,49.0,18.0,8.0,6.0,0.0,False,Dosti,,134455.0,21608795.0,LOST FIRST INNINGS (ONE DAY),160.0,10.0,40.2,20.0,2.0,10.0,0.0
5778004,0,134453,11,71374,Topklasse,2020-08-09 10:00:00,,,,,0,Sportpark Westvliet,Groene Zoom 20,52.0682,4.37525,VCC,VCC,True,False,VCC 274/4 def. Punjab-Ghausia 257/9,VCC won by 17 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VCC,,134465,21608796,WON FIRST INNINGS (ONE DAY),274.0,4.0,50.0,28.0,3.0,15.0,1.0,False,Punjab-Ghausia,,134462.0,21608797.0,LOST FIRST INNINGS (ONE DAY),257.0,9.0,50.0,16.0,1.0,7.0,0.0
5778005,0,134453,11,71374,Topklasse,2020-08-16 10:00:00,,,,,0,De Diepput,Van Hogenhoucklaan 37,52.09602,4.32358,HCC,HCC,True,False,HCC 171/9 v Excelsior'20 132/6,,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,HCC,,134461,21608798,MATCH IN PROGRESS,171.0,9.0,50.0,16.0,4.0,10.0,0.0,False,Excelsior'20,,134456.0,21608799.0,MATCH IN PROGRESS,132.0,6.0,41.0,22.0,4.0,10.0,0.0
5778006,0,134453,11,71374,Topklasse,2020-08-16 10:00:00,,,,,0,Zomercomplex,Zuiderparkweg 608,51.86658,4.47821,unknown,unknown,True,False,Punjab-Ghausia  v Sparta ,,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Punjab-Ghausia,,134462,21608800,,,,,,,,,False,Sparta,,134463.0,21608801.0,,,,,,,,
5778007,0,134453,11,71374,Topklasse,2020-08-16 10:00:00,,,,,0,Amsterdamse Bos,Nieuwe Kalfjeslaan 21B,52.31898,4.85117,VRA,VRA,True,False,VRA 159 def. by VCC 163/4,VCC won by 6 wickets,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VRA,,134466,21608802,LOST FIRST INNINGS (ONE DAY),159.0,10.0,49.1,20.0,9.0,7.0,2.0,False,VCC,,134465.0,21608803.0,WON FIRST INNINGS (ONE DAY),163.0,4.0,48.0,7.0,1.0,6.0,0.0
5778008,0,134453,11,71374,Topklasse,2020-08-16 10:00:00,,,,,0,Sportpark Drieburg,Drieburgpad 5,52.34101,4.93149,unknown,unknown,True,False,Dosti  v ACC ,,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Dosti,,134455,21608804,,,,,,,,,False,ACC,,134454.0,21608805.0,,,,,,,,
5778009,0,134453,11,71374,Topklasse,2020-08-16 10:00:00,,,,,0,Sportpark Craeyenhout,Daal en Bergselaan 1B,52.07404,4.24912,unknown,unknown,True,False,HBS  v VOC ,,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,HBS,,134457,21608806,,,,,,,,,False,VOC,,134464.0,21608807.0,,,,,,,,
5778010,0,134453,11,71374,Topklasse,2020-08-23 10:00:00,,,,,0,Schiebroekse Park,Hazelaarweg 7,51.97019,4.48035,VOC,VOC,True,False,VOC 160 def. Excelsior'20 138,VOC won by 22 runs,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VOC,,134464,21608808,WON FIRST INNINGS (ONE DAY),160.0,10.0,45.5,13.0,2.0,1.0,1.0,False,Excelsior'20,,134456.0,21608809.0,LOST FIRST INNINGS (ONE DAY),138.0,10.0,47.5,10.0,1.0,7.0,0.0
5778011,0,134453,11,71374,Topklasse,2020-08-23 10:00:00,,,,,0,Zomercomplex,Zuiderparkweg 608,51.86658,4.47821,unknown,unknown,True,False,Punjab-Ghausia  v HCC ,,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Punjab-Ghausia,,134462,21608810,,,,,,,,,False,HCC,,134461.0,21608811.0,,,,,,,,
5778012,0,134453,11,71374,Topklasse,2020-08-23 10:00:00,,,,,0,Sportpark Craeyenhout,Daal en Bergselaan 1B,52.07404,4.24912,unknown,unknown,True,False,HBS  v ACC ,,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,HBS,,134457,21608812,,,,,,,,,False,ACC,,134454.0,21608813.0,,,,,,,,
5778013,0,134453,11,71374,Topklasse,2020-08-23 10:00:00,,,,,0,Sportpark Westvliet,Groene Zoom 20,52.0682,4.37525,Dosti,Dosti,True,False,VCC  v Dosti 27/3,,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,VCC,,134465,21608814,MATCH IN PROGRESS,,,,,,,,False,Dosti,,134455.0,21608815.0,MATCH IN PROGRESS,27.0,3.0,10.0,10.0,0.0,10.0,0.0
5778014,0,134453,11,71374,Topklasse,2020-08-23 10:00:00,,,,,0,Het Schollebos,Bermweg 141,51.94308,4.5902,Sparta,Sparta,True,False,Sparta 227/9 v VRA 117/6,,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Sparta,,134463,21608816,MATCH IN PROGRESS,227.0,9.0,50.0,10.0,0.0,8.0,0.0,False,VRA,,134466.0,21608817.0,MATCH IN PROGRESS,117.0,6.0,21.0,15.0,0.0,15.0,0.0
5778015,0,134453,11,71374,Topklasse,2020-08-30 10:00:00,,,,,0,Sportpark 't Loopveld,Aanloop 3,52.31912,4.8843,unknown,unknown,True,False,Excelsior'20  v ACC ,Match drawn,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Excelsior'20,,134456,21738227,MATCH CANCELLED,,,,,,,,False,ACC,,134454.0,21738228.0,MATCH CANCELLED,,,,,,,
5778016,0,134453,11,71374,Topklasse,2020-08-30 10:00:00,,,,,0,Het Schollebos,Bermweg 141,51.94308,4.5902,Dosti,Dosti,True,False,Dosti  def. by Sparta ,,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Dosti,,134455,21742409,LOST FIRST INNINGS (ONE DAY),,,,,,,,False,Sparta,,134463.0,21742410.0,WON FIRST INNINGS (ONE DAY),,,,,,,
5778017,0,134453,11,71374,Topklasse,2020-08-30 10:00:00,,,,,0,De Diepput,Van Hogenhoucklaan 37,52.09602,4.32358,unknown,unknown,True,False,HCC  def. by VOC ,,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,HCC,,134461,21742411,LOST FIRST INNINGS (ONE DAY),,,,,,,,False,VOC,,134464.0,21742412.0,WON FIRST INNINGS (ONE DAY),,,,,,,
5778018,0,134453,11,71374,Topklasse,2020-08-30 10:00:00,,,,,0,Sportpark Craeyenhout,Daal en Bergselaan 1B,52.07404,4.24912,unknown,unknown,True,False,HBS  v VCC ,Match drawn,1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,HBS,,134457,21742413,MATCH CANCELLED,,,,,,,,False,VCC,,134465.0,21742414.0,MATCH CANCELLED,,,,,,,
5778019,0,134453,11,71374,Topklasse,2020-08-30 10:00:00,,,,,0,Zomercomplex,Zuiderparkweg 608,51.86658,4.47821,VRA,VRA,True,False,Punjab-Ghausia 263/4 def. VRA 261/7,Punjab-Ghausia won by 6 wickets (DLS Method),1,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,Punjab-Ghausia,,134462,21602084,WON FIRST INNINGS (ONE DAY),263.0,4.0,47.4,17.0,1.0,15.0,1.0,False,VRA,,134466.0,21602085.0,LOST FIRST INNINGS (ONE DAY),261.0,7.0,50.0,14.0,3.0,4.0,1.0
5778065,0,134453,11,71375,Hoofdklasse,2020-07-05 10:00:00,,,,,0,De Diepput,Van Hogenhoucklaan 37,52.09602,4.32358,HCC,Rood en Wit,True,False,HCC 155 def. by Rood en Wit 255/8,Rood en Wit won by 100 runs (DLS Method),3,,,CMatchConfig:http://api.resultsvault.com,False,,,,,1,,1,,False,1,0,True,50.0,,1,True,0,3,3,True,0,1,False,True,HCC,,134461,21602176,LOST FIRST INNINGS (ONE DAY),155.0,10.0,41.3,39.0,2.0,37.0,0.0,False,Rood en Wit,,134473.0,21608818.0,WON FIRST INNINGS (ONE DAY),255.0,8.0,45.5,50.0,1.0,40.0,2.0
