MatchID,ResultID,InningsNumber,OverNumber,BallNumberInOver,BallTimestamp,BatterID,NonStrikerID,BowlerID,RunsBatsman,RunsExtras,RunsTotal,DismissedPlayerID,ExtraType,EventDescription
6848445,23852640,1,0,1,2024-07-20 12:15:55,11619272,11193413,11407023,0,0,0,,, O Elenbaas to M Levitt: No run
6848445,23852640,1,0,2,2024-07-20 12:16:26,11619272,11193413,11407023,0,1,1,,1.0, O Elenbaas to M Levitt: 1 nb
6848445,23852640,1,0,2,2024-07-20 12:17:10,11619272,11193413,11407023,0,0,0,,, O Elenbaas to M Levitt: No run
6848445,23852640,1,0,3,2024-07-20 12:17:45,11619272,11193413,11407023,0,0,0,,, O Elenbaas to M Levitt: No run
6848445,23852640,1,0,4,2024-07-20 12:18:27,11619272,11193413,11407023,1,0,1,,, O Elenbaas to M Levitt: 1 run
6848445,23852640,1,0,5,2024-07-20 12:19:53,11193413,11619272,11407023,0,1,1,,4.0, O Elenbaas to C Lange de: 1 lb
6848445,23852640,1,0,6,2024-07-20 12:20:35,11619272,11193413,11407023,0,0,0,,, O Elenbaas to M Levitt: No run
6848445,23852640,1,1,1,2024-07-20 12:22:06,11193413,11619272,11407024,0,0,0,,, R Elenbaas to C Lange de: No run
6848445,23852640,1,1,2,2024-07-20 12:22:34,11193413,11619272,11407024,0,0,0,,, R Elenbaas to C Lange de: No run
6848445,23852640,1,1,3,2024-07-20 12:23:00,11193413,11619272,11407024,0,0,0,,, R Elenbaas to C Lange de: No run
6848445,23852640,1,1,4,2024-07-20 12:23:27,11193413,11619272,11407024,0,0,0,,, R Elenbaas to C Lange de: No run
6848445,23852640,1,1,5,2024-07-20 12:23:56,11193413,11619272,11407024,0,0,0,,, R Elenbaas to C Lange de: No run
6848445,23852640,1,1,6,2024-07-20 12:24:36,11193413,11619272,11407024,2,0,2,,, R Elenbaas to C Lange de: 2 runs
6848445,23852640,1,2,1,2024-07-20 12:25:34,11619272,11193413,11407023,1,0,1,,, O Elenbaas to M Levitt: 1 run
6848445,23852640,1,2,2,2024-07-20 12:26:10,11193413,11619272,11407023,0,0,0,,, O Elenbaas to C Lange de: No run
6848445,23852640,1,2,3,2024-07-20 12:26:48,11193413,11619272,11407023,0,0,0,,, O Elenbaas to C Lange de: No run
6848445,23852640,1,2,4,2024-07-20 12:27:26,11193413,11619272,11407023,0,0,0,,, O Elenbaas to C Lange de: No run
6848445,23852640,1,2,5,2024-07-20 12:28:04,11193413,11619272,11407023,0,0,0,,, O Elenbaas to C Lange de: No run
6848445,23852640,1,2,6,2024-07-20 12:28:47,11193413,11619272,11407023,0,0,0,,, O Elenbaas to C Lange de: No run
6848445,23852640,1,3,1,2024-07-20 12:29:57,11619272,11193413,11407024,0,0,0,,, R Elenbaas to M Levitt: No run
6848445,23852640,1,3,2,2024-07-20 12:30:25,11619272,11193413,11407024,0,0,0,,, R Elenbaas to M Levitt: No run
6848445,23852640,1,3,3,2024-07-20 12:30:53,11619272,11193413,11407024,0,1,1,,2.0, R Elenbaas to M Levitt: 1 w
6848445,23852640,1,3,3,2024-07-20 12:31:19,11619272,11193413,11407024,1,0,1,,, R Elenbaas to M Levitt: 1 run
6848445,23852640,1,3,4,2024-07-20 12:32:07,11193413,11619272,11407024,0,0,0,,, R Elenbaas to C Lange de: No run
6848445,23852640,1,3,5,2024-07-20 12:32:37,11193413,11619272,11407024,0,0,0,,, R Elenbaas to C Lange de: No run
6848445,23852640,1,3,6,2024-07-20 12:33:19,11193413,11619272,11407024,1,0,1,,, R Elenbaas to C Lange de: 1 run
6848445,23852640,1,4,1,2024-07-20 12:34:23,11193413,11619272,11407023,0,0,0,,, O Elenbaas to C Lange de: No run
6848445,23852640,1,4,2,2024-07-20 12:34:58,11193413,11619272,11407023,0,0,0,11193413.0,, O Elenbaas to C Lange de:  C Lange de dismissed
6848445,23852640,1,4,3,2024-07-20 12:37:02,11384036,11619272,11407023,0,0,0,,, O Elenbaas to G Kaplan: No run
6848445,23852640,1,4,4,2024-07-20 12:37:36,11384036,11619272,11407023,0,0,0,,, O Elenbaas to G Kaplan: No run
6848445,23852640,1,4,5,2024-07-20 12:38:12,11384036,11619272,11407023,0,0,0,,, O Elenbaas to G Kaplan: No run
6848445,23852640,1,4,6,2024-07-20 12:38:51,11384036,11619272,11407023,0,0,0,,, O Elenbaas to G Kaplan: No run
6848445,23852640,1,5,1,2024-07-20 12:40:40,11619272,11384036,11191894,0,0,0,,, Sv Giezen to M Levitt: No run
6848445,23852640,1,5,2,2024-07-20 12:41:09,11619272,11384036,11191894,0,0,0,,, Sv Giezen to M Levitt: No run
6848445,23852640,1,5,3,2024-07-20 12:41:44,11619272,11384036,11191894,1,0,1,,, Sv Giezen to M Levitt: 1 run
6848445,23852640,1,5,4,2024-07-20 12:42:31,11384036,11619272,11191894,0,0,0,,, Sv Giezen to G Kaplan: No run
6848445,23852640,1,5,5,2024-07-20 12:42:59,11384036,11619272,11191894,0,0,0,,, Sv Giezen to G Kaplan: No run
6848445,23852640,1,5,6,2024-07-20 12:43:27,11384036,11619272,11191894,0,0,0,,, Sv Giezen to G Kaplan: No run
6848445,23852640,1,6,1,2024-07-20 12:44:15,11619272,11384036,11407023,0,0,0,,, O Elenbaas to M Levitt: No run
6848445,23852640,1,6,2,2024-07-20 12:44:50,11619272,11384036,11407023,0,0,0,,, O Elenbaas to M Levitt: No run
6848445,23852640,1,6,3,2024-07-20 12:45:31,11619272,11384036,11407023,0,0,0,11619272.0,, O Elenbaas to M Levitt:  M Levitt dismissed
6848445,23852640,1,6,4,2024-07-20 12:47:34,11854467,11384036,11407023,0,0,0,,, O Elenbaas to NRJ Croes: No run
6848445,23852640,1,6,5,2024-07-20 12:48:14,11854467,11384036,11407023,2,0,2,,, O Elenbaas to NRJ Croes: 2 runs
6848445,23852640,1,6,6,2024-07-20 12:48:53,11854467,11384036,11407023,0,0,0,,, O Elenbaas to NRJ Croes: No run
