MatchID,ResultID,InningsNumber,OverNumber,BallNumberInOver,BallTimestamp,BatterID,NonStrikerID,BowlerID,RunsBatsman,RunsExtras,RunsTotal,DismissedPlayerID,ExtraType,EventDescription
6848468,23852687,1,0,1,2024-07-21 08:59:21,11866001,11111561,11407023,0,0,0,,, O Elenbaas to R Mudford: No run
6848468,23852687,1,0,2,2024-07-21 08:59:51,11866001,11111561,11407023,0,4,4,,3.0, O Elenbaas to R Mudford: 4 b
6848468,23852687,1,0,3,2024-07-21 09:00:38,11866001,11111561,11407023,0,0,0,,, O Elenbaas to R Mudford: No run
6848468,23852687,1,0,4,2024-07-21 09:01:09,11866001,11111561,11407023,1,0,1,,, O Elenbaas to R Mudford: 1 run
6848468,23852687,1,0,5,2024-07-21 09:01:56,11111561,11866001,11407023,0,0,0,,, O Elenbaas to P Balwantsingh: No run
6848468,23852687,1,0,6,2024-07-21 09:02:32,11111561,11866001,11407023,0,0,0,,, O Elenbaas to P Balwantsingh: No run
6848468,23852687,1,1,1,2024-07-21 09:04:14,11866001,11111561,11407024,2,0,2,,, R Elenbaas to R Mudford: 2 runs
6848468,23852687,1,1,2,2024-07-21 09:04:51,11866001,11111561,11407024,0,0,0,,, R Elenbaas to R Mudford: No run
6848468,23852687,1,1,3,2024-07-21 09:05:20,11866001,11111561,11407024,0,0,0,11866001.0,, R Elenbaas to R Mudford:  R Mudford dismissed
6848468,23852687,1,1,4,2024-07-21 09:07:11,11617390,11111561,11407024,0,0,0,,, R Elenbaas to S Ferguson: No run
6848468,23852687,1,1,5,2024-07-21 09:07:42,11617390,11111561,11407024,0,0,0,11617390.0,, R Elenbaas to S Ferguson:  S Ferguson dismissed
6848468,23852687,1,1,6,2024-07-21 09:09:26,11900880,11111561,11407024,0,0,0,,, R Elenbaas to J Scheepers: No run
6848468,23852687,1,2,1,2024-07-21 09:10:25,11111561,11900880,11407023,0,0,0,,, O Elenbaas to P Balwantsingh: No run
6848468,23852687,1,2,2,2024-07-21 09:11:03,11111561,11900880,11407023,0,0,0,,, O Elenbaas to P Balwantsingh: No run
6848468,23852687,1,2,3,2024-07-21 09:11:28,11111561,11900880,11407023,0,0,0,,, O Elenbaas to P Balwantsingh: No run
6848468,23852687,1,2,4,2024-07-21 09:12:08,11111561,11900880,11407023,0,0,0,,, O Elenbaas to P Balwantsingh: No run
6848468,23852687,1,2,5,2024-07-21 09:12:39,11111561,11900880,11407023,0,0,0,,, O Elenbaas to P Balwantsingh: No run
6848468,23852687,1,2,6,2024-07-21 09:13:13,11111561,11900880,11407023,0,0,0,,, O Elenbaas to P Balwantsingh: No run
6848468,23852687,1,3,1,2024-07-21 09:14:22,11900880,11111561,11407024,0,0,0,,, R Elenbaas to J Scheepers: No run
6848468,23852687,1,3,2,2024-07-21 09:14:36,11900880,11111561,11407024,0,0,0,,, R Elenbaas to J Scheepers: No run
6848468,23852687,1,3,3,2024-07-21 09:15:11,11900880,11111561,11407024,0,0,0,,, R Elenbaas to J Scheepers: No run
6848468,23852687,1,3,4,2024-07-21 09:15:48,11900880,11111561,11407024,0,0,0,,, R Elenbaas to J Scheepers: No run
6848468,23852687,1,3,5,2024-07-21 09:16:14,11900880,11111561,11407024,0,0,0,,, R Elenbaas to J Scheepers: No run
6848468,23852687,1,3,6,2024-07-21 09:16:46,11900880,11111561,11407024,0,0,0,,, R Elenbaas to J Scheepers: No run
6848468,23852687,1,4,1,2024-07-21 09:17:34,11111561,11900880,11407023,2,0,2,,, O Elenbaas to P Balwantsingh: 2 runs
6848468,23852687,1,4,2,2024-07-21 09:18:12,11111561,11900880,11407023,0,0,0,,, O Elenbaas to P Balwantsingh: No run
6848468,23852687,1,4,3,2024-07-21 09:18:54,11111561,11900880,11407023,2,0,2,,, O Elenbaas to P Balwantsingh: 2 runs
6848468,23852687,1,4,4,2024-07-21 09:19:28,11111561,11900880,11407023,4,0,4,,, O Elenbaas to P Balwantsingh: 4 runs
6848468,23852687,1,4,5,2024-07-21 09:20:13,11111561,11900880,11407023,0,0,0,,, O Elenbaas to P Balwantsingh: No run
6848468,23852687,1,4,6,2024-07-21 09:20:46,11111561,11900880,11407023,1,0,1,,, O Elenbaas to P Balwantsingh: 1 run
6848468,23852687,1,5,1,2024-07-21 09:21:57,11111561,11900880,11407024,0,0,0,,, R Elenbaas to P Balwantsingh: No run
6848468,23852687,1,5,2,2024-07-21 09:22:28,11111561,11900880,11407024,0,0,0,,, R Elenbaas to P Balwantsingh: No run
6848468,23852687,1,5,3,2024-07-21 09:22:55,11111561,11900880,11407024,0,0,0,,, R Elenbaas to P Balwantsingh: No run
6848468,23852687,1,5,4,2024-07-21 09:23:22,11111561,11900880,11407024,0,0,0,,, R Elenbaas to P Balwantsingh: No run
6848468,23852687,1,5,5,2024-07-21 09:23:50,11111561,11900880,11407024,0,0,0,,, R Elenbaas to P Balwantsingh: No run
