MatchID,ResultID,InningsNumber,OverNumber,BallNumberInOver,BallTimestamp,BatterID,NonStrikerID,BowlerID,RunsBatsman,RunsExtras,RunsTotal,DismissedPlayerID,ExtraType,EventDescription
7032948,24307518,1,0,1,2024-08-10 08:01:17,11403866,11394592,11192709,0,0,0,,, A JAIN to R Ahmed: No run
7032948,24307518,1,0,2,2024-08-10 08:01:24,11403866,11394592,11192709,0,0,0,,, A JAIN to R Ahmed: No run
7032948,24307518,1,0,3,2024-08-10 08:01:55,11403866,11394592,11192709,0,0,0,,, A JAIN to R Ahmed: No run
7032948,24307518,1,0,4,2024-08-10 08:02:37,11403866,11394592,11192709,1,0,1,,, A JAIN to R Ahmed: 1 run
7032948,24307518,1,0,5,2024-08-10 08:04:01,11394592,11403866,11192709,0,0,0,,, A JAIN to S Potdar: No run
7032948,24307518,1,0,6,2024-08-10 08:04:39,11394592,11403866,11192709,0,0,0,11394592.0,, A JAIN to S Potdar:  S Potdar dismissed
7032948,24307518,1,1,1,2024-08-10 08:07:00,11403866,11862358,11859688,0,0,0,11403866.0,, J McKenzie to R Ahmed:  R Ahmed dismissed
7032948,24307518,1,1,2,2024-08-10 08:09:21,11862359,11862358,11859688,0,0,0,,, J McKenzie to I Sayed: No run
7032948,24307518,1,1,3,2024-08-10 08:09:58,11862359,11862358,11859688,0,0,0,,, J McKenzie to I Sayed: No run
7032948,24307518,1,1,4,2024-08-10 08:10:29,11862359,11862358,11859688,1,0,1,,, J McKenzie to I Sayed: 1 run
7032948,24307518,1,1,5,2024-08-10 08:11:10,11862358,11862359,11859688,0,0,0,,, J McKenzie to Bvd Merwe: No run
7032948,24307518,1,1,6,2024-08-10 08:11:51,11862358,11862359,11859688,0,0,0,,, J McKenzie to Bvd Merwe: No run
7032948,24307518,1,2,1,2024-08-10 08:13:23,11862359,11862358,11192709,0,0,0,,, A JAIN to I Sayed: No run
7032948,24307518,1,2,2,2024-08-10 08:13:25,11862359,11862358,11192709,0,0,0,,, A JAIN to I Sayed: No run
7032948,24307518,1,2,3,2024-08-10 08:14:30,11862359,11862358,11192709,0,0,0,,, A JAIN to I Sayed: No run
7032948,24307518,1,2,4,2024-08-10 08:14:39,11862359,11862358,11192709,1,0,1,,, A JAIN to I Sayed: 1 run
