MatchID,ResultID,InningsNumber,OverNumber,BallNumberInOver,BallTimestamp,BatterID,NonStrikerID,BowlerID,RunsBatsman,RunsExtras,RunsTotal,DismissedPlayerID,ExtraType,EventDescription
6848453,23873663,1,0,1,2024-06-29 12:00:08,11617390,11111561,11862283,0,0,0,,, J Ralston to S Ferguson: No run
6848453,23873663,1,0,2,2024-06-29 12:00:46,11617390,11111561,11862283,0,0,0,11617390.0,, J Ralston to S Ferguson:  S Ferguson dismissed
6848453,23873663,1,0,3,2024-06-29 12:02:16,11866001,11111561,11862283,0,0,0,,, J Ralston to R Mudford: No run
6848453,23873663,1,0,4,2024-06-29 12:02:54,11866001,11111561,11862283,0,0,0,,, J Ralston to R Mudford: No run
6848453,23873663,1,0,5,2024-06-29 12:03:28,11866001,11111561,11862283,0,0,0,,, J Ralston to R Mudford: No run
6848453,23873663,1,0,6,2024-06-29 12:04:05,11866001,11111561,11862283,2,0,2,,, J Ralston to R Mudford: 2 runs
6848453,23873663,1,1,1,2024-06-29 12:05:17,11111561,11866001,11191603,0,1,1,,2.0, J Blankestijn to P Balwantsingh: 1 w
6848453,23873663,1,1,1,2024-06-29 12:05:48,11111561,11866001,11191603,0,1,1,,2.0, J Blankestijn to P Balwantsingh: 1 w
6848453,23873663,1,1,1,2024-06-29 12:06:15,11111561,11866001,11191603,0,0,0,,, J Blankestijn to P Balwantsingh: No run
6848453,23873663,1,1,2,2024-06-29 12:06:46,11111561,11866001,11191603,0,0,0,,, J Blankestijn to P Balwantsingh: No run
6848453,23873663,1,1,3,2024-06-29 12:07:15,11111561,11866001,11191603,0,0,0,,, J Blankestijn to P Balwantsingh: No run
6848453,23873663,1,1,4,2024-06-29 12:07:47,11111561,11866001,11191603,0,0,0,11111561.0,, J Blankestijn to P Balwantsingh:  P Balwantsingh dismissed
6848453,23873663,1,1,5,2024-06-29 12:09:50,11866000,11866001,11191603,0,0,0,,, J Blankestijn to S Martina: No run
6848453,23873663,1,1,6,2024-06-29 12:10:17,11866000,11866001,11191603,0,0,0,,, J Blankestijn to S Martina: No run
6848453,23873663,1,2,1,2024-06-29 12:11:12,11866001,11866000,11862283,0,0,0,,, J Ralston to R Mudford: No run
6848453,23873663,1,2,2,2024-06-29 12:11:47,11866001,11866000,11862283,0,0,0,,, J Ralston to R Mudford: No run
6848453,23873663,1,2,3,2024-06-29 12:12:21,11866001,11866000,11862283,0,0,0,,, J Ralston to R Mudford: No run
