MatchID,ResultID,InningsNumber,OverNumber,BallNumberInOver,BallTimestamp,BatterID,NonStrikerID,BowlerID,RunsBatsman,RunsExtras,RunsTotal,DismissedPlayerID,ExtraType,EventDescription
6848466,23852683,1,0,1,2024-07-14 08:00:30,11193669,11862138,11862283,4,0,4,,, J Ralston to V Singh: 4 runs
6848466,23852683,1,0,2,2024-07-14 08:01:51,11193669,11862138,11862283,0,0,0,,, J Ralston to V Singh: No run
6848466,23852683,1,0,3,2024-07-14 08:02:28,11193669,11862138,11862283,0,0,0,,, J Ralston to V Singh: No run
6848466,23852683,1,0,4,2024-07-14 08:03:02,11193669,11862138,11862283,2,0,2,,, J Ralston to V Singh: 2 runs
6848466,23852683,1,0,5,2024-07-14 08:03:49,11193669,11862138,11862283,0,0,0,,, J Ralston to V Singh: No run
6848466,23852683,1,0,6,2024-07-14 08:04:22,11193669,11862138,11862283,0,0,0,,, J Ralston to V Singh: No run
6848466,23852683,1,1,1,2024-07-14 08:05:54,11862138,11193669,11382048,1,0,1,,, GG Kroesen to S Rasool: 1 run
6848466,23852683,1,1,2,2024-07-14 08:06:46,11193669,11862138,11382048,0,0,0,,, GG Kroesen to V Singh: No run
6848466,23852683,1,1,3,2024-07-14 08:07:20,11193669,11862138,11382048,0,0,0,,, GG Kroesen to V Singh: No run
6848466,23852683,1,1,4,2024-07-14 08:07:51,11193669,11862138,11382048,0,0,0,,, GG Kroesen to V Singh: No run
6848466,23852683,1,1,5,2024-07-14 08:08:27,11193669,11862138,11382048,0,0,0,,, GG Kroesen to V Singh: No run
6848466,23852683,1,1,6,2024-07-14 08:08:59,11193669,11862138,11382048,0,0,0,,, GG Kroesen to V Singh: No run
6848466,23852683,1,2,1,2024-07-14 08:10:08,11862138,11193669,11862283,0,0,0,,, J Ralston to S Rasool: No run
6848466,23852683,1,2,2,2024-07-14 08:10:44,11862138,11193669,11862283,0,0,0,,, J Ralston to S Rasool: No run
6848466,23852683,1,2,3,2024-07-14 08:11:19,11862138,11193669,11862283,0,0,0,,, J Ralston to S Rasool: No run
6848466,23852683,1,2,4,2024-07-14 08:11:52,11862138,11193669,11862283,0,0,0,,, J Ralston to S Rasool: No run
6848466,23852683,1,2,5,2024-07-14 08:12:28,11862138,11193669,11862283,0,0,0,,, J Ralston to S Rasool: No run
6848466,23852683,1,2,6,2024-07-14 08:13:01,11862138,11193669,11862283,0,0,0,11862138.0,, J Ralston to S Rasool:  S Rasool dismissed
6848466,23852683,1,3,1,2024-07-14 08:14:33,11193669,11625298,11382048,0,0,0,,, GG Kroesen to V Singh: No run
6848466,23852683,1,3,2,2024-07-14 08:15:04,11193669,11625298,11382048,0,0,0,,, GG Kroesen to V Singh: No run
6848466,23852683,1,3,3,2024-07-14 08:15:37,11193669,11625298,11382048,1,0,1,,, GG Kroesen to V Singh: 1 run
6848466,23852683,1,3,4,2024-07-14 08:16:14,11625298,11193669,11382048,0,0,0,,, GG Kroesen to J Smal: No run
6848466,23852683,1,3,5,2024-07-14 08:16:50,11625298,11193669,11382048,0,0,0,,, GG Kroesen to J Smal: No run
6848466,23852683,1,3,6,2024-07-14 08:17:19,11625298,11193669,11382048,0,0,0,,, GG Kroesen to J Smal: No run
