MatchID,ResultID,InningsNumber,OverNumber,BallNumberInOver,BallTimestamp,BatterID,NonStrikerID,BowlerID,RunsBatsman,RunsExtras,RunsTotal,DismissedPlayerID,ExtraType,EventDescription
7032949,24307857,1,0,1,2024-08-10 12:09:44,11111556,11345794,11862283,0,0,0,,, J Ralston to M Latif: No run
7032949,24307857,1,0,2,2024-08-10 12:10:19,11111556,11345794,11862283,0,0,0,,, J Ralston to M Latif: No run
7032949,24307857,1,0,3,2024-08-10 12:10:59,11111556,11345794,11862283,0,0,0,,, J Ralston to M Latif: No run
7032949,24307857,1,0,4,2024-08-10 12:11:34,11111556,11345794,11862283,0,0,0,,, J Ralston to M Latif: No run
7032949,24307857,1,0,5,2024-08-10 12:12:12,11111556,11345794,11862283,0,1,1,,4.0, J Ralston to M Latif: 1 lb
7032949,24307857,1,0,6,2024-08-10 12:12:55,11345794,11111556,11862283,1,0,1,,, J Ralston to J Steenbergen: 1 run
7032949,24307857,1,1,1,2024-08-10 12:14:11,11345794,11111556,11191603,0,0,0,,, J Blankestijn to J Steenbergen: No run
7032949,24307857,1,1,2,2024-08-10 12:14:45,11345794,11111556,11191603,2,0,2,,, J Blankestijn to J Steenbergen: 2 runs
7032949,24307857,1,1,3,2024-08-10 12:15:14,11345794,11111556,11191603,0,0,0,,, J Blankestijn to J Steenbergen: No run
7032949,24307857,1,1,4,2024-08-10 12:15:44,11345794,11111556,11191603,0,0,0,,, J Blankestijn to J Steenbergen: No run
7032949,24307857,1,1,5,2024-08-10 12:16:12,11345794,11111556,11191603,0,0,0,,, J Blankestijn to J Steenbergen: No run
7032949,24307857,1,1,6,2024-08-10 12:16:45,11345794,11111556,11191603,0,0,0,,, J Blankestijn to J Steenbergen: No run
7032949,24307857,1,2,1,2024-08-10 12:17:43,11111556,11345794,11862283,0,0,0,,, J Ralston to M Latif: No run
7032949,24307857,1,2,2,2024-08-10 12:18:20,11111556,11345794,11862283,4,0,4,,, J Ralston to M Latif: 4 runs
7032949,24307857,1,2,3,2024-08-10 12:19:00,11111556,11345794,11862283,2,0,2,,, J Ralston to M Latif: 2 runs
7032949,24307857,1,2,4,2024-08-10 12:19:36,11111556,11345794,11862283,0,0,0,,, J Ralston to M Latif: No run
7032949,24307857,1,2,5,2024-08-10 12:20:11,11111556,11345794,11862283,0,0,0,,, J Ralston to M Latif: No run
7032949,24307857,1,2,6,2024-08-10 12:20:45,11111556,11345794,11862283,2,0,2,,, J Ralston to M Latif: 2 runs
7032949,24307857,1,3,1,2024-08-10 12:21:51,11345794,11111556,11191603,4,0,4,,, J Blankestijn to J Steenbergen: 4 runs
7032949,24307857,1,3,2,2024-08-10 12:22:26,11345794,11111556,11191603,0,0,0,11345794.0,, J Blankestijn to J Steenbergen:  J Steenbergen dismissed
7032949,24307857,1,3,3,2024-08-10 12:24:34,11866000,11111556,11191603,0,0,0,,, J Blankestijn to S Martina: No run
7032949,24307857,1,3,4,2024-08-10 12:25:04,11866000,11111556,11191603,2,0,2,,, J Blankestijn to S Martina: 2 runs
7032949,24307857,1,3,5,2024-08-10 12:25:53,11866000,11111556,11191603,2,0,2,,, J Blankestijn to S Martina: 2 runs
7032949,24307857,1,3,6,2024-08-10 12:26:27,11866000,11111556,11191603,0,0,0,,, J Blankestijn to S Martina: No run
7032949,24307857,1,4,1,2024-08-10 12:27:18,11111556,11866000,11862283,1,0,1,,, J Ralston to M Latif: 1 run
7032949,24307857,1,4,2,2024-08-10 12:28:09,11866000,11111556,11862283,0,0,0,,, J Ralston to S Martina: No run
7032949,24307857,1,4,3,2024-08-10 12:28:47,11866000,11111556,11862283,2,0,2,,, J Ralston to S Martina: 2 runs
7032949,24307857,1,4,4,2024-08-10 12:29:23,11866000,11111556,11862283,0,0,0,,, J Ralston to S Martina: No run
7032949,24307857,1,4,5,2024-08-10 12:29:56,11866000,11111556,11862283,4,0,4,,, J Ralston to S Martina: 4 runs
7032949,24307857,1,4,6,2024-08-10 12:30:50,11866000,11111556,11862283,0,0,0,11866000.0,, J Ralston to S Martina:  S Martina dismissed
7032949,24307857,1,5,1,2024-08-10 12:32:46,11111556,11617390,11191603,0,0,0,,, J Blankestijn to M Latif: No run
