MatchID,ResultID,InningsNumber,OverNumber,BallNumberInOver,BallTimestamp,BatterID,NonStrikerID,BowlerID,RunsBatsman,RunsExtras,RunsTotal,DismissedPlayerID,ExtraType,EventDescription
7032950,24307521,1,0,1,2024-08-18 11:54:14,11193381,11193413,11862142,2,0,2,,, B Fletcher to N Gigani: 2 runs
7032950,24307521,1,0,2,2024-08-18 11:55:25,11193381,11193413,11862142,2,0,2,,, B Fletcher to N Gigani: 2 runs
7032950,24307521,1,0,3,2024-08-18 11:56:02,11193381,11193413,11862142,0,0,0,,, B Fletcher to N Gigani: No run
7032950,24307521,1,0,4,2024-08-18 11:56:37,11193381,11193413,11862142,0,0,0,,, B Fletcher to N Gigani: No run
7032950,24307521,1,0,5,2024-08-18 11:57:14,11193381,11193413,11862142,4,0,4,,, B Fletcher to N Gigani: 4 runs
7032950,24307521,1,0,6,2024-08-18 11:58:02,11193381,11193413,11862142,0,0,0,,, B Fletcher to N Gigani: No run
7032950,24307521,1,1,1,2024-08-18 11:59:29,11193413,11193381,11193647,0,0,0,,, A Abid to C Lange de: No run
7032950,24307521,1,1,2,2024-08-18 11:59:55,11193413,11193381,11193647,0,0,0,,, A Abid to C Lange de: No run
7032950,24307521,1,1,3,2024-08-18 12:00:41,11193413,11193381,11193647,0,0,0,,, A Abid to C Lange de: No run
7032950,24307521,1,1,4,2024-08-18 12:01:12,11193413,11193381,11193647,0,0,0,,, A Abid to C Lange de: No run
7032950,24307521,1,1,5,2024-08-18 12:01:42,11193413,11193381,11193647,1,0,1,,, A Abid to C Lange de: 1 run
7032950,24307521,1,1,6,2024-08-18 12:02:33,11193381,11193413,11193647,0,0,0,,, A Abid to N Gigani: No run
7032950,24307521,1,2,1,2024-08-18 12:03:44,11193413,11193381,11862142,0,0,0,,, B Fletcher to C Lange de: No run
7032950,24307521,1,2,2,2024-08-18 12:04:16,11193413,11193381,11862142,0,0,0,,, B Fletcher to C Lange de: No run
7032950,24307521,1,2,3,2024-08-18 12:04:53,11193413,11193381,11862142,0,0,0,,, B Fletcher to C Lange de: No run
7032950,24307521,1,2,4,2024-08-18 12:05:31,11193413,11193381,11862142,0,0,0,,, B Fletcher to C Lange de: No run
7032950,24307521,1,2,5,2024-08-18 12:06:11,11193413,11193381,11862142,0,0,0,,, B Fletcher to C Lange de: No run
7032950,24307521,1,2,6,2024-08-18 12:06:48,11193413,11193381,11862142,0,0,0,,, B Fletcher to C Lange de: No run
7032950,24307521,1,3,1,2024-08-18 12:07:59,11193381,11193413,11193647,0,0,0,,, A Abid to N Gigani: No run
