MatchID,BatterID,DismissalID,DismissalText,BowlerID,FielderID
6848437,11859291,2,c YJ Patel b H Overdijk,11399616.0,11194218.0
6848437,11859687,2,c YJ Patel b D Crowley,11619253.0,11194218.0
6848437,11859688,2,c TAD Leijer b J Wiggins,11862354.0,11864827.0
6848437,11859689,2,c YJ Patel b D Crowley,11619253.0,11194218.0
6848438,11193244,1,no,,
6848438,11391030,3,lbw  b U Baker,11191600.0,
6848438,11859291,2,c P Balwantsingh b M Singh,11111557.0,11111561.0
6848438,11859688,1,no,,
6848438,11859689,2,c F Bashir b C Fraser,11979082.0,11111711.0
6848438,11111550,2,c T Bettelheim b R Harhangi,11136654.0,11859291.0
6848438,11111557,3,lbw  b A Jain,11383378.0,
6848438,11111561,4,b AF Hoseinbaks,11403873.0,
6848438,11111711,4,b J Schoonheim,11383382.0,
6848438,11178284,1,no,,
6848438,11191600,3,lbw  b AF Hoseinbaks,11403873.0,
6848438,11290496,2,c F Fourie b AF Hoseinbaks,11403873.0,11391030.0
6848438,11382384,2,c A Jain b AF Hoseinbaks,11403873.0,11383378.0
6848438,11866000,2,c & b J Schoonheim,11383382.0,11383382.0
6848438,11866001,6,ro,,
6848438,11979082,2,c T Bettelheim b J McKenzie,11859688.0,11859291.0
6848439,11191603,1,no,,
6848439,11191642,2,c YJ Patel b TAD Leijer,11864827.0,11194218.0
6848439,11191716,4,b TAD Leijer,11864827.0,
6848439,11381929,2,c & b J Wiggins,11862354.0,11862354.0
6848439,11382040,2,c  ?  b J Wiggins,11862354.0,11396786.0
6848439,11382041,2,c D Crowley b TAD Leijer,11864827.0,11619253.0
6848439,11382047,5,st YJ Patel b J Wiggins,11862354.0,11194218.0
6848439,11382053,2,c YJ Patel b D Crowley,11619253.0,11194218.0
6848439,11403951,2,c YJ Patel b TAD Leijer,11864827.0,11194218.0
6848439,11855810,4,b D Crowley,11619253.0,
6848439,11862283,4,b A Leonard,11862356.0,
6848439,11193353,4,b LA Kroesen,11382047.0,
6848439,11194218,2,c N Etman b LA Kroesen,11382047.0,11382040.0
6848439,11399613,4,b L Ingram,11191642.0,
6848439,11399629,2,c R Verhagen b N Etman,11382040.0,11382053.0
6848439,11403987,1,no,,
6848439,11619253,2,c R Verhagen b J Ralston,11862283.0,11382053.0
6848439,11862354,2,c R Verhagen b V Lubbers,11403951.0,11382053.0
6848439,11862355,2,c R Verhagen b V Lubbers,11403951.0,11382053.0
6848439,11862356,6,ro (J Ralston),,11862283.0
6848440,11194440,1,no,,
6848440,11298677,2,c NRJ Croes b MV Van Vliet,11619273.0,11854467.0
6848440,11404044,1,no,,
6848440,11404048,2,c NRJ Croes b MV Van Vliet,11619273.0,11854467.0
6848440,11404050,2,c M Molenaar b P Boissevain,11193361.0,11812783.0
6848440,11756715,2,c NRJ Croes b MV Van Vliet,11619273.0,11854467.0
6848440,11862334,2,c G Kaplan b MV Van Vliet,11619273.0,11384036.0
6848440,11862335,2,c T Leede de b M Molenaar,11812783.0,11193417.0
6848440,11193361,2,c M Scholte b M Villiers De,11862335.0,11404048.0
6848440,11193381,4,b Jd Mey,11194440.0,
6848440,11193413,2,c M Scholte b F Vink,11404044.0,11404048.0
6848440,11193415,1,no,,
6848440,11193417,1,no,,
6848440,11384036,2,c M Scholte b B Boddendijk,11404047.0,11404048.0
6848440,11392348,5,st M Scholte b M Villiers De,11862335.0,11404048.0
6848440,11392357,2,c LD Bianco b B Boddendijk,11404047.0,11756715.0
6848440,11812783,2,c T Walbrugh b B Boddendijk,11404047.0,11298677.0
6848440,11854467,2,c F Vink b M Villiers De,11862335.0,11404044.0
6848441,11407022,1,no,,
6848441,11407023,4,b J Reddy,11381317.0,
6848441,11617906,1,no,,
6848441,11617907,2,c S Potdar b J Reddy,11381317.0,11394592.0
6848441,11859288,2,c A Zaidi b I Sayed,11862359.0,11394591.0
6848441,11190891,2,c C Klijnhans b R Elenbaas,11407024.0,11859288.0
6848441,11381317,1,no,,
6848441,11394589,4,b S Braat,11407027.0,
6848441,11394591,3,lbw  b R Elenbaas,11407024.0,
6848441,11394592,2,c KM Abdul b O Elenbaas,11407023.0,11298697.0
6848441,11394599,2,c N Woermeijer b M Ekrami,11859287.0,11617335.0
6848441,11403866,2,c M Ekrami b R Elenbaas,11407024.0,11859287.0
6848441,11617280,3,lbw  b M Ekrami,11859287.0,
6848441,11862357,2,c D Doyle b R Elenbaas,11407024.0,11617907.0
6848441,11862358,4,b R Elenbaas,11407024.0,
6848441,11862359,2,c O Elenbaas b S Braat,11407027.0,11407023.0
6848442,11191797,4,b MN Ahmad,11391641.0,
6848442,11193647,1,no,,
6848442,11193727,4,b MN Ahmad,11391641.0,
6848442,11625298,3,lbw  b S Zulfiqar,11192213.0,
6848442,11625306,5,st F Shinwari b S Minhas,11617917.0,11859217.0
6848442,11862138,3,lbw  b MN Ahmad,11391641.0,
6848442,11862142,1,no,,
6848442,11862143,2,c S Minhas b MN Ahmad,11391641.0,11617917.0
6848442,11862144,6,ro (S Zulfiqar),,11192213.0
6848442,11862145,4,b S Kamal,11392354.0,
6848442,11862290,2,c M Shafiq b S Minhas,11617917.0,11617919.0
6848442,11192213,2,c J Smal b C Floyd,11862290.0,11625298.0
6848442,11193117,6,ro (A Constant),,11625306.0
6848442,11391641,3,lbw  b B Fletcher,11862142.0,
6848442,11392354,1,no,,
6848442,11394552,2,c B Fletcher b S Ahmad,11191797.0,11862142.0
6848442,11403792,2,c E Eales b A Abid,11193647.0,11862143.0
6848442,11407018,5,st D Prince b S Ahmad,11191797.0,11862145.0
6848442,11617917,2,c J Smal b C Floyd,11862290.0,11625298.0
6848442,11859217,1,no,,
6848443,11111556,2,c F Shinwari b S Zulfiqar,11192213.0,11859217.0
6848443,11111557,2,c MN Ahmad b B Niaz,11382373.0,11391641.0
6848443,11111711,2,c B Niaz b S Tariq,11192210.0,11382373.0
6848443,11178284,1,no,,
6848443,11191600,5,st F Shinwari b MN Ahmad,11391641.0,11859217.0
6848443,11290496,1,no,,
6848443,11414154,2,c M Shafiq b B Niaz,11382373.0,11617919.0
6848443,11617390,2,c J Vandiar b M Shafiq,11617919.0,11394552.0
6848443,11866000,6,"ro (B Niaz,F Shinwari)",11859217.0,11382373.0
6848443,11866001,2,c F Shinwari b S Kamal,11392354.0,11859217.0
