season_id,season_text,start_date,start_epoch_ms,start_date_readable
19,2025,/Date(1735689600000+0000)/,1735689600000,2025-01-01 00:00:00
17,2024,/Date(1704067200000+0000)/,1704067200000,2024-01-01 00:00:00
15,2023,/Date(1672531200000+0000)/,1672531200000,2023-01-01 00:00:00
13,2022,/Date(1630450800000+0100)/,1630450800000,2021-08-31 23:00:00
12,2021,/Date(1609459200000+0000)/,1609459200000,2021-01-01 00:00:00
11,2020,/Date(1577836800000+0000)/,1577836800000,2020-01-01 00:00:00
